F_1,F_3,F_5,F_7,F_6,F_8,Labels
-3.0,-5.0,13.0,128.0,128.0,-5.0,1.0
0.0,0.0,14.0,33.0,33.0,0.0,1.0
4.0,0.0,2.0,45.0,45.0,0.0,1.0
0.0,0.0,-6.0,33.0,33.0,0.0,1.0
0.0,0.0,31.0,57.0,57.0,0.0,5.0
0.0,-4.0,5.0,36.0,36.0,-4.0,1.0
0.0,-1.0,-3.0,37.0,37.0,-1.0,1.0
0.0,-5.0,0.0,41.0,41.0,-5.0,1.0
-1.0,0.0,-23.0,39.0,39.0,0.0,4.0
0.0,0.0,-26.0,63.0,63.0,0.0,4.0
0.0,-1.0,13.0,86.0,86.0,-1.0,1.0
3.0,0.0,14.0,34.0,34.0,0.0,1.0
0.0,0.0,-12.0,48.0,48.0,0.0,1.0
0.0,-1.0,-2.0,37.0,37.0,-1.0,1.0
0.0,-7.0,0.0,42.0,42.0,-7.0,1.0
0.0,0.0,2.0,82.0,82.0,0.0,1.0
0.0,2.0,8.0,33.0,33.0,2.0,1.0
-2.0,0.0,0.0,67.0,67.0,0.0,1.0
0.0,2.0,-5.0,72.0,72.0,2.0,4.0
0.0,2.0,0.0,50.0,50.0,2.0,5.0
-1.0,0.0,0.0,130.0,130.0,0.0,1.0
0.0,1.0,5.0,34.0,34.0,1.0,1.0
2.0,3.0,0.0,92.0,92.0,3.0,1.0
2.0,1.0,6.0,127.0,127.0,1.0,4.0
0.0,0.0,17.0,37.0,37.0,0.0,1.0
0.0,0.0,-9.0,58.0,58.0,0.0,5.0
0.0,0.0,-26.0,108.0,108.0,0.0,1.0
1.0,0.0,0.0,39.0,39.0,0.0,4.0
1.0,0.0,0.0,86.0,86.0,0.0,1.0
0.0,0.0,18.0,34.0,34.0,0.0,1.0
-1.0,0.0,21.0,41.0,41.0,0.0,1.0
4.0,1.0,0.0,36.0,36.0,1.0,1.0
0.0,-6.0,7.0,36.0,36.0,-6.0,1.0
0.0,-1.0,0.0,70.0,70.0,-1.0,1.0
0.0,-19.0,0.0,40.0,40.0,-19.0,5.0
-1.0,0.0,-23.0,30.0,30.0,0.0,1.0
3.0,0.0,0.0,31.0,31.0,0.0,1.0
0.0,0.0,-21.0,37.0,37.0,0.0,1.0
0.0,-7.0,-10.0,54.0,54.0,-7.0,1.0
0.0,0.0,28.0,63.0,63.0,0.0,1.0
-5.0,0.0,20.0,35.0,35.0,0.0,1.0
5.0,0.0,1.0,67.0,67.0,0.0,1.0
0.0,1.0,-11.0,42.0,42.0,1.0,4.0
0.0,-3.0,-17.0,39.0,39.0,-3.0,1.0
-3.0,0.0,-11.0,44.0,44.0,0.0,1.0
3.0,0.0,0.0,47.0,47.0,0.0,1.0
0.0,0.0,-10.0,86.0,86.0,0.0,2.0
0.0,0.0,-13.0,30.0,30.0,0.0,1.0
0.0,0.0,-6.0,56.0,56.0,0.0,4.0
0.0,0.0,27.0,82.0,82.0,0.0,1.0
0.0,0.0,4.0,45.0,45.0,0.0,1.0
-1.0,0.0,0.0,64.0,64.0,0.0,1.0
5.0,0.0,0.0,38.0,38.0,0.0,1.0
0.0,0.0,-4.0,63.0,63.0,0.0,1.0
0.0,4.0,0.0,66.0,66.0,4.0,5.0
0.0,0.0,6.0,48.0,48.0,0.0,1.0
1.0,0.0,-4.0,61.0,61.0,0.0,1.0
0.0,0.0,30.0,82.0,82.0,0.0,1.0
0.0,-6.0,0.0,44.0,44.0,-6.0,1.0
0.0,0.0,-28.0,33.0,33.0,0.0,1.0
3.0,0.0,22.0,72.0,72.0,0.0,1.0
0.0,0.0,-26.0,105.0,105.0,0.0,4.0
-2.0,0.0,-14.0,35.0,35.0,0.0,1.0
0.0,0.0,3.0,126.0,126.0,0.0,1.0
0.0,8.0,15.0,60.0,60.0,8.0,1.0
0.0,5.0,0.0,40.0,40.0,5.0,1.0
0.0,-3.0,0.0,70.0,70.0,-3.0,1.0
0.0,0.0,8.0,46.0,46.0,0.0,1.0
2.0,3.0,13.0,86.0,86.0,3.0,1.0
-1.0,0.0,12.0,101.0,101.0,0.0,4.0
3.0,0.0,1.0,23.0,23.0,0.0,1.0
0.0,-7.0,0.0,42.0,42.0,-7.0,1.0
0.0,5.0,3.0,42.0,42.0,5.0,4.0
0.0,-1.0,-2.0,38.0,38.0,-1.0,1.0
0.0,0.0,9.0,50.0,50.0,0.0,1.0
3.0,0.0,0.0,35.0,35.0,0.0,1.0
0.0,0.0,31.0,78.0,78.0,0.0,5.0
0.0,0.0,11.0,33.0,33.0,0.0,5.0
0.0,0.0,20.0,39.0,39.0,0.0,1.0
0.0,0.0,-21.0,60.0,60.0,0.0,1.0
-1.0,0.0,27.0,42.0,42.0,0.0,1.0
0.0,0.0,-6.0,35.0,35.0,0.0,4.0
0.0,2.0,8.0,35.0,35.0,2.0,1.0
0.0,0.0,-10.0,57.0,57.0,0.0,4.0
0.0,0.0,-30.0,51.0,51.0,0.0,1.0
0.0,7.0,0.0,41.0,41.0,7.0,1.0
-2.0,0.0,-1.0,35.0,35.0,0.0,1.0
0.0,0.0,11.0,39.0,39.0,0.0,1.0
0.0,0.0,1.0,23.0,23.0,0.0,1.0
0.0,0.0,2.0,24.0,24.0,0.0,1.0
1.0,0.0,-4.0,44.0,44.0,0.0,1.0
0.0,0.0,-6.0,40.0,40.0,0.0,1.0
0.0,6.0,0.0,38.0,38.0,6.0,1.0
0.0,0.0,14.0,78.0,78.0,0.0,1.0
0.0,-1.0,-3.0,39.0,39.0,-1.0,1.0
0.0,0.0,6.0,47.0,47.0,0.0,4.0
0.0,0.0,-10.0,105.0,105.0,0.0,1.0
0.0,0.0,23.0,26.0,26.0,0.0,1.0
0.0,8.0,-26.0,100.0,100.0,8.0,1.0
3.0,0.0,16.0,41.0,41.0,0.0,4.0
0.0,0.0,22.0,93.0,93.0,0.0,4.0
0.0,0.0,21.0,89.0,89.0,0.0,1.0
-2.0,0.0,0.0,122.0,122.0,0.0,1.0
0.0,0.0,-29.0,55.0,55.0,0.0,1.0
0.0,0.0,-3.0,59.0,59.0,0.0,1.0
3.0,1.0,0.0,32.0,32.0,1.0,1.0
0.0,0.0,-29.0,74.0,74.0,0.0,1.0
0.0,2.0,-1.0,44.0,44.0,2.0,1.0
0.0,0.0,-13.0,55.0,55.0,0.0,1.0
0.0,5.0,0.0,41.0,41.0,5.0,1.0
0.0,-3.0,0.0,46.0,46.0,-3.0,1.0
0.0,0.0,-7.0,53.0,53.0,0.0,1.0
0.0,-3.0,0.0,72.0,72.0,-3.0,5.0
-2.0,0.0,0.0,37.0,37.0,0.0,1.0
0.0,0.0,-7.0,46.0,46.0,0.0,1.0
-2.0,0.0,0.0,36.0,36.0,0.0,1.0
0.0,0.0,-29.0,38.0,38.0,0.0,1.0
0.0,-3.0,7.0,34.0,34.0,-3.0,1.0
5.0,0.0,0.0,43.0,43.0,0.0,1.0
0.0,5.0,7.0,68.0,68.0,5.0,1.0
3.0,0.0,0.0,39.0,39.0,0.0,1.0
0.0,0.0,29.0,39.0,39.0,0.0,1.0
0.0,-4.0,0.0,37.0,37.0,-4.0,1.0
1.0,0.0,21.0,36.0,36.0,0.0,1.0
0.0,0.0,6.0,43.0,43.0,0.0,4.0
0.0,0.0,-21.0,29.0,29.0,0.0,4.0
1.0,-5.0,0.0,29.0,29.0,-5.0,1.0
0.0,0.0,25.0,92.0,92.0,0.0,1.0
0.0,3.0,-20.0,57.0,57.0,3.0,1.0
3.0,0.0,0.0,44.0,44.0,0.0,1.0
-4.0,-2.0,0.0,23.0,23.0,-2.0,1.0
0.0,1.0,0.0,47.0,47.0,1.0,1.0
2.0,0.0,21.0,33.0,33.0,0.0,1.0
0.0,7.0,0.0,39.0,39.0,7.0,1.0
0.0,0.0,59.0,30.0,30.0,0.0,1.0
-1.0,1.0,0.0,45.0,45.0,1.0,1.0
-4.0,0.0,0.0,92.0,92.0,0.0,5.0
0.0,-2.0,1.0,32.0,32.0,-2.0,5.0
0.0,0.0,5.0,45.0,45.0,0.0,1.0
-2.0,0.0,13.0,40.0,40.0,0.0,1.0
0.0,6.0,-12.0,30.0,30.0,6.0,1.0
0.0,0.0,0.0,39.0,39.0,0.0,1.0
2.0,6.0,0.0,47.0,47.0,6.0,1.0
5.0,-7.0,0.0,85.0,85.0,-7.0,4.0
0.0,0.0,5.0,39.0,39.0,0.0,1.0
0.0,0.0,-6.0,50.0,50.0,0.0,4.0
0.0,-2.0,-7.0,78.0,0.0,0.0,1.0
2.0,0.0,1.0,46.0,46.0,0.0,1.0
-3.0,0.0,0.0,36.0,36.0,0.0,1.0
-3.0,1.0,57.0,41.0,41.0,1.0,1.0
0.0,0.0,-2.0,33.0,33.0,0.0,1.0
0.0,1.0,0.0,28.0,28.0,1.0,1.0
-1.0,0.0,0.0,31.0,31.0,0.0,1.0
0.0,0.0,6.0,39.0,39.0,0.0,1.0
3.0,-2.0,-11.0,46.0,46.0,-2.0,1.0
3.0,0.0,15.0,29.0,29.0,0.0,5.0
0.0,0.0,-14.0,30.0,30.0,0.0,1.0
-1.0,-2.0,0.0,35.0,35.0,-2.0,1.0
-3.0,0.0,0.0,45.0,45.0,0.0,4.0
0.0,0.0,21.0,33.0,33.0,0.0,1.0
0.0,0.0,1.0,50.0,50.0,0.0,1.0
0.0,-1.0,-1.0,35.0,35.0,-1.0,1.0
2.0,0.0,15.0,42.0,42.0,0.0,1.0
0.0,2.0,-5.0,128.0,128.0,2.0,1.0
5.0,-7.0,0.0,37.0,37.0,-7.0,4.0
0.0,-1.0,0.0,37.0,37.0,-1.0,5.0
-1.0,-4.0,0.0,34.0,34.0,-4.0,1.0
-2.0,0.0,-14.0,66.0,66.0,0.0,1.0
-2.0,0.0,0.0,35.0,35.0,0.0,1.0
-2.0,0.0,-5.0,42.0,42.0,0.0,1.0
0.0,0.0,24.0,41.0,41.0,0.0,1.0
0.0,0.0,-3.0,105.0,105.0,0.0,1.0
-4.0,0.0,2.0,62.0,62.0,0.0,1.0
2.0,0.0,-3.0,36.0,36.0,0.0,1.0
0.0,0.0,-30.0,70.0,70.0,0.0,1.0
0.0,0.0,-16.0,54.0,54.0,0.0,1.0
0.0,22.0,0.0,85.0,85.0,22.0,1.0
0.0,0.0,-7.0,41.0,41.0,0.0,1.0
0.0,-2.0,-1.0,42.0,42.0,-2.0,1.0
4.0,0.0,2.0,40.0,40.0,0.0,1.0
0.0,1.0,-10.0,82.0,82.0,1.0,1.0
0.0,8.0,0.0,38.0,38.0,8.0,4.0
0.0,0.0,0.0,59.0,59.0,0.0,4.0
0.0,0.0,0.0,24.0,24.0,0.0,1.0
-3.0,0.0,7.0,37.0,37.0,0.0,1.0
0.0,3.0,-11.0,32.0,32.0,3.0,1.0
0.0,-6.0,-30.0,82.0,82.0,-6.0,4.0
0.0,0.0,-30.0,61.0,61.0,0.0,1.0
-4.0,-7.0,-6.0,75.0,75.0,-7.0,1.0
0.0,0.0,3.0,53.0,53.0,0.0,1.0
0.0,0.0,19.0,75.0,75.0,0.0,1.0
-2.0,0.0,0.0,23.0,23.0,0.0,1.0
1.0,1.0,2.0,36.0,36.0,1.0,1.0
0.0,2.0,-22.0,35.0,35.0,2.0,1.0
0.0,0.0,24.0,31.0,31.0,0.0,1.0
0.0,0.0,1.0,81.0,81.0,0.0,1.0
0.0,0.0,-25.0,37.0,37.0,0.0,4.0
0.0,0.0,-19.0,40.0,40.0,0.0,1.0
5.0,0.0,0.0,32.0,32.0,0.0,1.0
5.0,0.0,7.0,39.0,39.0,0.0,1.0
0.0,0.0,-22.0,86.0,86.0,0.0,1.0
-2.0,0.0,0.0,48.0,48.0,0.0,1.0
0.0,0.0,11.0,59.0,59.0,0.0,4.0
0.0,5.0,-6.0,52.0,52.0,5.0,1.0
-3.0,0.0,3.0,63.0,63.0,0.0,4.0
2.0,0.0,2.0,27.0,27.0,0.0,1.0
4.0,0.0,11.0,35.0,35.0,0.0,1.0
4.0,0.0,-7.0,51.0,51.0,0.0,1.0
-1.0,0.0,-8.0,40.0,40.0,0.0,1.0
2.0,2.0,0.0,39.0,39.0,2.0,1.0
1.0,0.0,-9.0,39.0,39.0,0.0,1.0
0.0,0.0,26.0,64.0,64.0,0.0,1.0
2.0,0.0,0.0,42.0,42.0,0.0,1.0
2.0,0.0,-22.0,43.0,43.0,0.0,1.0
0.0,-1.0,-5.0,33.0,33.0,-1.0,1.0
0.0,0.0,-14.0,43.0,43.0,0.0,1.0
-4.0,0.0,-6.0,64.0,64.0,0.0,1.0
1.0,0.0,16.0,39.0,39.0,0.0,1.0
2.0,3.0,0.0,123.0,123.0,3.0,4.0
4.0,1.0,0.0,67.0,67.0,1.0,1.0
0.0,8.0,14.0,46.0,46.0,8.0,1.0
0.0,0.0,0.0,73.0,73.0,0.0,4.0
-15.0,-18.0,1.0,118.0,118.0,-18.0,1.0
0.0,-2.0,-5.0,57.0,57.0,-2.0,1.0
0.0,0.0,2.0,71.0,71.0,0.0,1.0
0.0,0.0,0.0,49.0,49.0,0.0,1.0
0.0,0.0,-5.0,51.0,51.0,0.0,4.0
-2.0,0.0,10.0,26.0,26.0,0.0,1.0
0.0,0.0,-4.0,95.0,95.0,0.0,1.0
0.0,0.0,19.0,32.0,32.0,0.0,1.0
0.0,0.0,18.0,88.0,0.0,0.0,4.0
0.0,0.0,5.0,101.0,101.0,0.0,1.0
-2.0,0.0,5.0,37.0,37.0,0.0,1.0
4.0,0.0,22.0,28.0,28.0,0.0,4.0
-3.0,-3.0,-5.0,39.0,39.0,-3.0,1.0
1.0,0.0,0.0,46.0,46.0,0.0,1.0
0.0,0.0,-21.0,33.0,33.0,0.0,1.0
-2.0,3.0,0.0,39.0,39.0,3.0,1.0
-2.0,-1.0,-7.0,42.0,42.0,-1.0,4.0
0.0,0.0,-12.0,63.0,63.0,0.0,1.0
-2.0,0.0,-9.0,38.0,38.0,0.0,1.0
0.0,1.0,-6.0,42.0,42.0,1.0,1.0
0.0,0.0,19.0,56.0,56.0,0.0,1.0
0.0,4.0,5.0,68.0,68.0,4.0,1.0
1.0,1.0,0.0,52.0,52.0,1.0,1.0
-1.0,0.0,-21.0,43.0,43.0,0.0,1.0
0.0,0.0,5.0,75.0,75.0,0.0,1.0
0.0,0.0,-6.0,31.0,31.0,0.0,1.0
0.0,-6.0,0.0,37.0,37.0,-6.0,1.0
0.0,0.0,-23.0,92.0,92.0,0.0,1.0
0.0,-6.0,0.0,41.0,41.0,-6.0,1.0
4.0,1.0,0.0,46.0,46.0,1.0,5.0
0.0,-7.0,0.0,49.0,49.0,-7.0,1.0
0.0,-2.0,-4.0,39.0,39.0,-2.0,1.0
-3.0,0.0,0.0,35.0,35.0,0.0,4.0
-4.0,0.0,-14.0,43.0,43.0,0.0,1.0
0.0,-1.0,-19.0,40.0,40.0,-1.0,1.0
0.0,0.0,-2.0,64.0,64.0,0.0,4.0
1.0,-1.0,0.0,26.0,26.0,-1.0,1.0
0.0,0.0,14.0,30.0,30.0,0.0,1.0
0.0,4.0,0.0,42.0,42.0,4.0,1.0
0.0,0.0,11.0,55.0,55.0,0.0,1.0
0.0,6.0,0.0,41.0,41.0,6.0,1.0
0.0,0.0,-25.0,65.0,65.0,0.0,3.0
2.0,-1.0,7.0,64.0,64.0,-1.0,1.0
-1.0,0.0,-29.0,39.0,39.0,0.0,4.0
0.0,1.0,12.0,35.0,35.0,1.0,1.0
0.0,0.0,13.0,38.0,38.0,0.0,1.0
0.0,0.0,5.0,30.0,30.0,0.0,1.0
0.0,0.0,2.0,54.0,54.0,0.0,1.0
-4.0,7.0,0.0,41.0,41.0,7.0,4.0
-1.0,2.0,0.0,62.0,62.0,2.0,1.0
0.0,1.0,10.0,41.0,41.0,1.0,1.0
0.0,-3.0,1.0,37.0,37.0,-3.0,1.0
0.0,0.0,-8.0,47.0,47.0,0.0,1.0
0.0,5.0,0.0,41.0,41.0,5.0,1.0
0.0,0.0,-3.0,39.0,39.0,0.0,1.0
-1.0,0.0,-24.0,39.0,39.0,0.0,1.0
0.0,0.0,7.0,36.0,36.0,0.0,5.0
0.0,0.0,-27.0,92.0,92.0,0.0,1.0
-3.0,3.0,0.0,42.0,42.0,3.0,1.0
0.0,0.0,9.0,46.0,46.0,0.0,1.0
0.0,2.0,0.0,46.0,46.0,2.0,4.0
-5.0,0.0,0.0,43.0,43.0,0.0,1.0
0.0,8.0,0.0,125.0,125.0,8.0,1.0
0.0,0.0,17.0,32.0,32.0,0.0,1.0
0.0,0.0,-12.0,53.0,53.0,0.0,1.0
0.0,5.0,31.0,54.0,54.0,5.0,1.0
0.0,0.0,-4.0,108.0,108.0,0.0,1.0
0.0,0.0,15.0,37.0,37.0,0.0,4.0
1.0,-4.0,0.0,35.0,35.0,-4.0,1.0
0.0,0.0,-7.0,47.0,47.0,0.0,5.0
-1.0,-4.0,10.0,34.0,34.0,-4.0,1.0
5.0,0.0,6.0,33.0,33.0,0.0,1.0
-4.0,-2.0,1.0,37.0,37.0,-2.0,1.0
1.0,0.0,-19.0,25.0,25.0,0.0,4.0
4.0,0.0,3.0,37.0,37.0,0.0,1.0
4.0,1.0,0.0,37.0,37.0,1.0,1.0
0.0,2.0,2.0,67.0,67.0,2.0,1.0
0.0,8.0,0.0,74.0,74.0,8.0,1.0
-1.0,-1.0,0.0,40.0,40.0,-1.0,4.0
0.0,5.0,0.0,30.0,30.0,5.0,1.0
0.0,0.0,-17.0,65.0,65.0,0.0,1.0
-30.0,0.0,0.0,79.0,0.0,0.0,4.0
-2.0,0.0,3.0,58.0,58.0,0.0,1.0
-3.0,0.0,0.0,123.0,123.0,0.0,5.0
5.0,0.0,1.0,42.0,42.0,0.0,1.0
0.0,0.0,7.0,44.0,44.0,0.0,1.0
-1.0,5.0,0.0,35.0,35.0,5.0,1.0
2.0,5.0,0.0,37.0,37.0,5.0,1.0
2.0,0.0,0.0,28.0,28.0,0.0,2.0
0.0,0.0,18.0,37.0,37.0,0.0,1.0
9.0,13.0,-8.0,121.0,121.0,13.0,1.0
4.0,0.0,0.0,33.0,33.0,0.0,4.0
0.0,0.0,11.0,53.0,53.0,0.0,1.0
-1.0,0.0,-16.0,42.0,42.0,0.0,1.0
0.0,-1.0,0.0,82.0,82.0,-1.0,4.0
0.0,0.0,21.0,33.0,33.0,0.0,1.0
-3.0,0.0,0.0,26.0,26.0,0.0,1.0
1.0,0.0,4.0,42.0,42.0,0.0,1.0
0.0,-2.0,-3.0,26.0,26.0,-2.0,4.0
-3.0,-2.0,0.0,42.0,42.0,-2.0,1.0
0.0,0.0,-6.0,102.0,102.0,0.0,1.0
0.0,0.0,-19.0,32.0,32.0,0.0,5.0
0.0,0.0,9.0,35.0,35.0,0.0,1.0
5.0,0.0,0.0,38.0,38.0,0.0,4.0
0.0,0.0,0.0,44.0,44.0,0.0,4.0
0.0,-3.0,2.0,84.0,84.0,-3.0,1.0
3.0,0.0,-29.0,54.0,54.0,0.0,1.0
1.0,0.0,21.0,38.0,38.0,0.0,1.0
0.0,0.0,19.0,24.0,24.0,0.0,1.0
0.0,0.0,19.0,32.0,32.0,0.0,1.0
0.0,0.0,11.0,32.0,32.0,0.0,1.0
0.0,0.0,-16.0,40.0,40.0,0.0,1.0
0.0,1.0,0.0,57.0,57.0,1.0,1.0
0.0,0.0,6.0,31.0,31.0,0.0,4.0
2.0,-2.0,0.0,42.0,42.0,-2.0,1.0
1.0,0.0,19.0,35.0,35.0,0.0,1.0
-3.0,0.0,12.0,45.0,45.0,0.0,1.0
0.0,0.0,-12.0,79.0,79.0,0.0,1.0
0.0,0.0,0.0,49.0,49.0,0.0,1.0
-3.0,0.0,-2.0,51.0,51.0,0.0,1.0
0.0,3.0,0.0,48.0,48.0,3.0,1.0
0.0,-7.0,-1.0,43.0,43.0,-7.0,1.0
1.0,0.0,10.0,35.0,35.0,0.0,4.0
-1.0,0.0,-6.0,28.0,28.0,0.0,4.0
5.0,0.0,0.0,90.0,90.0,0.0,1.0
1.0,0.0,-8.0,60.0,60.0,0.0,4.0
0.0,0.0,-25.0,52.0,52.0,0.0,1.0
0.0,5.0,2.0,41.0,41.0,5.0,1.0
0.0,2.0,0.0,33.0,33.0,2.0,1.0
0.0,0.0,10.0,41.0,41.0,0.0,1.0
1.0,0.0,0.0,48.0,48.0,0.0,1.0
0.0,1.0,-16.0,44.0,44.0,1.0,1.0
0.0,0.0,-1.0,37.0,37.0,0.0,1.0
0.0,0.0,11.0,75.0,75.0,0.0,1.0
0.0,0.0,0.0,100.0,100.0,0.0,1.0
0.0,-2.0,0.0,28.0,28.0,-2.0,1.0
-5.0,0.0,-21.0,39.0,39.0,0.0,1.0
0.0,-2.0,0.0,68.0,68.0,-2.0,5.0
-1.0,2.0,0.0,49.0,49.0,2.0,4.0
0.0,0.0,-21.0,38.0,38.0,0.0,1.0
0.0,0.0,4.0,48.0,48.0,0.0,1.0
0.0,0.0,-20.0,36.0,36.0,0.0,4.0
0.0,0.0,-22.0,34.0,34.0,0.0,1.0
-1.0,0.0,-17.0,39.0,39.0,0.0,4.0
-3.0,1.0,0.0,33.0,33.0,1.0,5.0
0.0,-3.0,1.0,67.0,67.0,-3.0,1.0
-5.0,0.0,-8.0,32.0,32.0,0.0,4.0
0.0,0.0,21.0,45.0,45.0,0.0,4.0
0.0,0.0,7.0,85.0,85.0,0.0,4.0
2.0,-2.0,0.0,44.0,44.0,-2.0,1.0
0.0,0.0,-29.0,34.0,34.0,0.0,1.0
-1.0,1.0,0.0,37.0,37.0,1.0,5.0
0.0,0.0,4.0,77.0,77.0,0.0,1.0
2.0,-3.0,12.0,53.0,53.0,-3.0,4.0
-4.0,0.0,-20.0,48.0,48.0,0.0,1.0
0.0,-7.0,0.0,34.0,34.0,-7.0,1.0
0.0,0.0,0.0,48.0,48.0,0.0,4.0
-4.0,0.0,7.0,39.0,39.0,0.0,1.0
0.0,0.0,28.0,29.0,29.0,0.0,1.0
4.0,0.0,-4.0,39.0,39.0,0.0,1.0
0.0,0.0,-12.0,30.0,30.0,0.0,1.0
0.0,0.0,4.0,63.0,63.0,0.0,5.0
1.0,0.0,12.0,39.0,39.0,0.0,1.0
0.0,4.0,0.0,70.0,70.0,4.0,4.0
0.0,0.0,24.0,89.0,89.0,0.0,4.0
0.0,0.0,-10.0,30.0,30.0,0.0,1.0
0.0,1.0,21.0,43.0,43.0,1.0,1.0
1.0,0.0,0.0,29.0,29.0,0.0,1.0
0.0,0.0,24.0,31.0,31.0,0.0,1.0
0.0,0.0,18.0,37.0,37.0,0.0,1.0
0.0,0.0,-13.0,39.0,39.0,0.0,1.0
0.0,0.0,26.0,41.0,41.0,0.0,1.0
0.0,0.0,18.0,32.0,32.0,0.0,1.0
0.0,0.0,-8.0,54.0,54.0,0.0,1.0
5.0,0.0,0.0,74.0,74.0,0.0,1.0
-1.0,3.0,-16.0,26.0,26.0,3.0,1.0
2.0,0.0,0.0,23.0,23.0,0.0,3.0
-4.0,0.0,0.0,46.0,46.0,0.0,1.0
0.0,7.0,0.0,82.0,82.0,7.0,1.0
1.0,0.0,7.0,37.0,37.0,0.0,5.0
0.0,0.0,12.0,39.0,39.0,0.0,1.0
-1.0,-3.0,-7.0,47.0,47.0,-3.0,1.0
0.0,0.0,-9.0,30.0,30.0,0.0,1.0
0.0,0.0,-10.0,60.0,60.0,0.0,1.0
-1.0,0.0,0.0,38.0,38.0,0.0,1.0
0.0,-11.0,0.0,80.0,80.0,-11.0,1.0
2.0,0.0,0.0,42.0,42.0,0.0,1.0
0.0,0.0,26.0,32.0,32.0,0.0,1.0
-82.0,0.0,0.0,40.0,40.0,0.0,1.0
0.0,6.0,23.0,42.0,42.0,6.0,1.0
-2.0,0.0,0.0,43.0,43.0,0.0,4.0
-4.0,0.0,0.0,63.0,63.0,0.0,4.0
3.0,0.0,0.0,68.0,68.0,0.0,1.0
0.0,8.0,14.0,71.0,71.0,8.0,1.0
0.0,-2.0,0.0,97.0,97.0,-2.0,1.0
1.0,0.0,0.0,51.0,51.0,0.0,1.0
3.0,0.0,0.0,41.0,41.0,0.0,4.0
1.0,0.0,0.0,28.0,28.0,0.0,4.0
-1.0,0.0,0.0,69.0,69.0,0.0,1.0
-1.0,0.0,0.0,41.0,41.0,0.0,5.0
0.0,0.0,25.0,49.0,49.0,0.0,1.0
1.0,3.0,0.0,42.0,42.0,3.0,1.0
3.0,0.0,0.0,26.0,26.0,0.0,1.0
0.0,-2.0,14.0,42.0,42.0,-2.0,1.0
1.0,0.0,18.0,27.0,27.0,0.0,1.0
0.0,0.0,28.0,47.0,47.0,0.0,5.0
4.0,0.0,0.0,40.0,40.0,0.0,1.0
0.0,1.0,0.0,33.0,33.0,1.0,1.0
1.0,0.0,-1.0,52.0,52.0,0.0,1.0
-1.0,-6.0,-22.0,47.0,47.0,-6.0,1.0
0.0,0.0,29.0,39.0,39.0,0.0,1.0
0.0,8.0,0.0,85.0,85.0,8.0,1.0
-1.0,3.0,0.0,37.0,37.0,3.0,1.0
-5.0,0.0,0.0,86.0,86.0,0.0,1.0
0.0,0.0,-8.0,70.0,70.0,0.0,1.0
5.0,0.0,-1.0,50.0,50.0,0.0,1.0
0.0,0.0,-21.0,121.0,121.0,0.0,1.0
0.0,0.0,24.0,39.0,39.0,0.0,1.0
0.0,0.0,-28.0,37.0,37.0,0.0,1.0
-2.0,-1.0,-19.0,46.0,46.0,-1.0,1.0
-5.0,0.0,0.0,71.0,71.0,0.0,1.0
0.0,0.0,-30.0,38.0,38.0,0.0,1.0
2.0,0.0,0.0,40.0,40.0,0.0,1.0
0.0,0.0,408.0,48.0,48.0,0.0,1.0
0.0,0.0,-15.0,93.0,0.0,0.0,4.0
1.0,0.0,-24.0,39.0,39.0,0.0,1.0
0.0,-2.0,-4.0,52.0,52.0,-2.0,1.0
0.0,2.0,0.0,50.0,50.0,2.0,1.0
0.0,0.0,0.0,37.0,37.0,0.0,1.0
-2.0,0.0,0.0,55.0,55.0,0.0,1.0
0.0,0.0,-26.0,33.0,33.0,0.0,1.0
3.0,-7.0,0.0,30.0,30.0,-7.0,4.0
-1.0,-3.0,-24.0,32.0,32.0,-3.0,1.0
2.0,6.0,0.0,28.0,28.0,6.0,1.0
-9.0,-13.0,0.0,76.0,0.0,0.0,1.0
0.0,0.0,-2.0,70.0,70.0,0.0,1.0
0.0,-5.0,0.0,32.0,32.0,-5.0,1.0
0.0,-7.0,0.0,75.0,75.0,-7.0,1.0
0.0,0.0,25.0,72.0,72.0,0.0,1.0
0.0,0.0,-23.0,78.0,78.0,0.0,1.0
1.0,0.0,-15.0,88.0,88.0,0.0,1.0
0.0,3.0,0.0,39.0,39.0,3.0,4.0
0.0,0.0,7.0,84.0,84.0,0.0,1.0
0.0,6.0,-6.0,39.0,39.0,6.0,1.0
0.0,0.0,24.0,37.0,37.0,0.0,1.0
-1.0,0.0,18.0,30.0,30.0,0.0,1.0
0.0,-2.0,0.0,47.0,47.0,-2.0,1.0
-2.0,-1.0,0.0,35.0,35.0,-1.0,1.0
1.0,-1.0,0.0,32.0,32.0,-1.0,1.0
5.0,0.0,-21.0,29.0,29.0,0.0,1.0
0.0,0.0,0.0,55.0,55.0,0.0,4.0
5.0,0.0,-1.0,32.0,32.0,0.0,1.0
0.0,0.0,-17.0,43.0,43.0,0.0,1.0
5.0,0.0,0.0,44.0,44.0,0.0,1.0
4.0,-2.0,-3.0,31.0,31.0,-2.0,1.0
0.0,0.0,-8.0,36.0,36.0,0.0,1.0
0.0,0.0,9.0,26.0,26.0,0.0,1.0
0.0,0.0,-25.0,38.0,38.0,0.0,1.0
0.0,8.0,0.0,61.0,61.0,8.0,1.0
0.0,-3.0,21.0,36.0,36.0,-3.0,1.0
0.0,0.0,19.0,41.0,41.0,0.0,4.0
0.0,0.0,-5.0,41.0,41.0,0.0,1.0
